


🇨🇳｜小果直播,#genre#
西安资讯,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安丝路,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安购物,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
西安移动,http://stream2.xiancity.cn/xatv7/sd/live.m3u8
咸阳综合,http://player2.juyun.tv/tv/29377114.m3u8
咸阳公共,http://player2.juyun.tv/tv/29378164.m3u8
铜川综合,http://lu1.cc/c/tv/sjtv/p/qingk.php?id=tcxwzh
铜川公共,http://lu1.cc/c/tv/sjtv/p/qingk.php?id=tcxwzh
渭南综合,http://stream1.hshan.com/xwzh/playlist.m3u8
渭南公共,http://stream1.hshan.com/hspd/sd/live.m3u8
延安综合,http://live.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
延安公共,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
榆林综合,http://live.ylwltv.com:8089/live/1080p-yltv1.m3u8
榆林综合,http://live.ylwltv.com:8089/live/576p-yltv1.m3u8
榆林公共,http://live.ylwltv.com:8089/live/1080p-yltv2.m3u8
汉中公共,http://lu1.cc/c/tv/sjtv/p/migu.php?id=hzgg
安康综合,http://hls-sxak.sobeylive.com/xjhsyapp2019/zhpdhd.m3u8
安康公共,http://hls-sxak.sobeylive.com/xjhsyapp2019/ggpdhd.m3u8
安康教育,http://hls-sxak.sobeylive.com/xjhsyapp2019/jypdhd.m3u8
宝鸡综合,http://h5.baojinews.com/m3u8/baojitv1.m3u8
宝鸡经济,http://h5.baojinews.com/m3u8/baojitv2.m3u8


🎬｜贵州频道,#genre#
贵州卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000293303.m3u8
六盘水综合,http://file.lpsntv.com/nmip-media/channellive/channel110181/playlist.m3u8
六盘水公共,http://file.lpsntv.com/nmip-media/channellive/channel110983/playlist.m3u8
安顺新闻,https://player.juyun.tv/camera/64413134.m3u8
安顺公共,http://player4.juyun.tv/camera/82393176.m3u8
黔西综合,http://live2.qxndt.com/zhpd/sd/live.m3u8
黔西公共,http://live2.qxndt.com/ggpd/sd/live.m3u8
松新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8
桃综艺,http://live.strmtzx.cn/stzy/sd/live.m3u8
罗甸综合,http://pili-live-rtmp.210.i2863.com/i2863-210/live_210_050252.m3u8
湄潭综合,http://p2.weizan.cn/1635496647/663562647402642026/live.m3u8

🎬｜吉林频道,#genre#
吉林卫视,http://yfsl.vsd.gehua.net.cn/live/JiLinWeiShiHD_1200.m3u8
吉林卫视,http://stream1.jlntv.cn/jlws/playlist.m3u8
吉林卫视,http://lu1.cc/c/tv/sjtv/p/migu.php?id=jlws
吉林都市,http://stream1.jlntv.cn/dspd/playlist.m3u8
吉林综合,http://stream1.jlntv.cn/fzpd/playlist.m3u8
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/playlist.m3u8
吉林乡村,http://stream1.jlntv.cn/xcpd/playlist.m3u8
吉林公共,http://stream1.jlntv.cn/ggpd/playlist.m3u8
吉林文艺,http://stream1.jlntv.cn/fzpd/playlist.m3u8
吉林综合,http://living.muzhifm.com/jilinshi/jl_v_zonghe.m3u8?auth_key=1683944014-0-0-727c3c424b12e5c4484b0e7cecfef774
吉林综合,http://stream2.jlntv.cn/jilin1/playlist.m3u8
东北戏曲,http://stream1.jlntv.cn/dbxq/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
延边综合,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8
辽源综合,http://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8

🎬｜甘肃频道,#genre#
甘肃卫视,http://yfsl.vsd.gehua.net.cn/live/GanSu_2000.m3u8
甘肃卫视,http://lu1.cc/c/tv/sjtv/p/migu.php?id=gsws
酒泉综合,http://stream.gsjqtv.com/pd1/sd/live.m3u8
酒泉公共,http://stream.gsjqtv.com/pd2/sd/live.m3u8
张掖综合,https://play.kankanlive.com/live/1641368866623993.m3u8
张掖公共,https://play.kankanlive.com/live/1652322338466987.m3u8
白银综合,http://live.bygd.cn/byzh/sd/live.m3u8
天水综合,http://live.zhibotianshui.com/qvFb1c1/1000/live.m3u8
天水综合,http://v2.91kds.cn/b9/hoge.m3u8?ip=gststv&id=20&auth=rinimabi
天水公共,http://live.zhibotianshui.com/UEi85OR/1000/live.m3u8
天水公共,http://v2.91kds.cn/b9/hoge.m3u8?ip=gststv&id=21&auth=rinimabi
庆阳综合,http://stream.gsqytv.com.cn/xwzh/sd/live.m3u8
定西综合,http://play.kankanlive.com/live/1645679947087932.m3u8
定西文旅,http://play.kankanlive.com/live/1645680054929933.m3u8
甘南综合,http://pili-live-hls.hfmt.net/gntv/gnhytv1.m3u8
甘南藏语,http://pili-live-hls.hfmt.net/gntv/gnzytv1.m3u8

🎬｜云南频道,#genre#
云南卫视,http://yfsl.vsd.gehua.net.cn/live/YunNan_2000.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
澜湄国际,http://tvlive.ynradio.com/live/yunnanguoji/chunks.m3u8
美丽云南,https://www.ynbit.com:1937/cyds-mlyn/livestream/playlist.m3u8
昆明综合,http://wshls.live.migucloud.com/live/01YCQY7M_C0/playlist.m3u8
昆明生活,http://wshls.live.migucloud.com/live/JT9JEQ54_C0/playlist.m3u8
昆明教育,http://wshls.live.migucloud.com/live/ZBXWIMTD_C0_2/playlist.m3u8
昆明影视, http://wshls.live.migucloud.com/live/KYLNJWFD_C0/playlist.m3u8
红河综合,http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv
红河公共,http://tv.drs.hhtv.cc:8100/channellive/hhtv-2.flv
丽江综合,http://play.qlive.lijiangtv.com/live/tvzh.m3u8
丽江公共,http://play.qlive.lijiangtv.com/live/tvgg.m3u8
楚雄综合,https://pili-live-hlscxrm.tianma3600.com/cxrm/dspd1.m3u8
宝山综合,http://liveynbsdst.chinamcache.com/live/zb01.m3u8?auth_key=1645240615-0-0-65e16b6e5bf26ac5538ac471eff58b55
宝山公共,http://liveynbsdst.chinamcache.com/live/zb02.m3u8?auth_key=1645240679-0-0-d67bc97395c69c4381264c996315a24b
宝山文旅,http://liveynbsdst.chinamcache.com/live/zb03.m3u8?auth_key=1645240698-0-0-551c30f245abc8aa44554820452c332c
文山综合,https://m3u8.channel.wsrtv.com.cn/nmip-media/channellive/channel103390/playlist.m3u8
文山公共,https://m3u8.channel.wsrtv.com.cn/nmip-media/channellive/channel103666/playlist.m3u8
怒江电视台,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
西双版纳民语,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
普洱一套,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel12/playlist.m3u8
普洱二套,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel27/playlist.m3u8
普洱三套,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel28/playlist.m3u8


🎬｜海南频道,#genre#
海南卫视,http://yfsl.vsd.gehua.net.cn/live/LvYouWeiShiHD_1200.m3u8
海南卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000291503.m3u8
三沙卫视,http://yfsl.vsd.gehua.net.cn/live/ipcdn,SanSha_800K_live.m3u8
海南自贸,http://lu1.cc/c/tv/sjtv/hin/hnxl.php?id=hnzm
海南新闻,http://lu1.cc/c/tv/sjtv/hin/hnxl.php?id=hnxw
海南公共,http://lu1.cc/c/tv/sjtv/hin/hnxl.php?id=hngg
海南文旅,http://lu1.cc/c/tv/sjtv/hin/hnxl.php?id=hnwl
儋州电视台,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=dztv

🎬｜新疆频道,#genre#
新疆卫视,http://yfsl.vsd.gehua.net.cn/live/XinJiang_800.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658
新疆卫视,http://lu1.cc/c/tv/sjtv/p/migu.php?id=xjws
新疆维语综合,http://livehyw5.chinamcache.com/hyw/zb02.m3u8?txSecret=0db853dddc29118c1c7083f56ac5781e&txTime=95A66658
新疆维语综艺,http://livehyw5.chinamcache.com/hyw/zb05.m3u8?txSecret=2b0278beb86ca088d2532a4ac56d3351&txTime=95A66658
新疆维语经济,http://livehyw5.chinamcache.com/hyw/zb09.m3u8?txSecret=181d053f140036a2dab3debb05d1cb59&txTime=95A66658
新疆哈语综合,http://livehyw5.chinamcache.com/hyw/zb03.m3u8?txSecret=ec6716d9478a6e72bbf7e79969c4fd13&txTime=95A66658
新疆哈语综艺,http://livehyw5.chinamcache.com/hyw/zb08.m3u8?txSecret=64144bee74a2860eca3c60e37fb449bb&txTime=95A66658
新疆综艺,http://livehyw5.chinamcache.com/hyw/zb04.m3u8?txSecret=21e884c07f77b8c31849d9ac938ad0bf&txTime=95A66658
新疆经济,http://livehyw5.chinamcache.com/hyw/zb07.m3u8?txSecret=49511a59e866d45d73782afa6768da2d&txTime=95A66658
新疆体育,http://livehyw5.chinamcache.com/hyw/zb10.m3u8?txSecret=d091dfc5816b7d292a3857c717d16a66&txTime=95A66658
新疆信息,http://livehyw5.chinamcache.com/hyw/zb11.m3u8?txSecret=4ef7a35eab0a7bbdd9b5d96be9d12d54&txTime=95A66658
新疆少儿,http://livehyw5.chinamcache.com/hyw/zb12.m3u8?txSecret=b2d9d5bdd746c8ae8ce02450b95e3315&txTime=95A66658
兵团卫视,http://yfsl.vsd.gehua.net.cn/live/BTTV_2000.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
四师可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8
五师双河综合,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五师双河影视,http://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8
六师五家渠综合,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
七师胡杨河综合,http://klmysjtzb.rcsxzx.com/hls/qishi1.m3u8
八师石河子综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
八师石河子影视,http://124.88.144.73:1935/live/jjsh/playlist.m3u8
八师石河子生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8
八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
九师电视台,http://liveout.btzx.com.cn/3pyc0h/dbfvwu.m3u8
十二师电视台,https://liveout.btzx.com.cn/62ds9e/454mm6.m3u8
十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8
乌鲁木齐综合,http://hls-xjhsy.sobeylive.com/xjwlmqapp2019/xwzh.m3u8
乌鲁木齐维语综合,http://hls-xjhsy.sobeylive.com/xjwlmqapp2019/wy.m3u8
乌鲁木齐生活,http://hls-xjhsy.sobeylive.com/xjwlmqapp2019/shfw.m3u8
卡拉玛依汉语综合,http://klmysjtzb.rcsxzx.com/hls/klmy1.m3u8
卡拉玛依维语综合,http://klmysjtzb.rcsxzx.com/hls/klmy2.m3u8
卡拉玛依影视,http://klmysjtzb.rcsxzx.com/hls/klmy3.m3u8
卡拉玛依生活,http://klmysjtzb.rcsxzx.com/hls/klmy4.m3u8
卡拉玛依新闻,http://klmysjtzb.rcsxzx.com/hls/klmy5.m3u8
哈密一套,http://stream.hmgbtv.com/hm1/hd/live.m3u8
哈密二套,http://stream.hmgbtv.com/hm2/hd/live.m3u8
哈密三套,http://stream.hmgbtv.com/hm3/hd/live.m3u8
昌吉综合,http://222.80.229.110:8080/hls/Trz2Tl9Wg/Trz2Tl9Wg_live.m3u8
昌吉生活,http://222.80.229.110:8080/hls/VnF60xlZR/VnF60xlZR_live.m3u8
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊犁维语综合,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈语综合,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济法治,http://110.153.180.106:55555/out_4/index.m3u8


🎬｜内蒙古频道,#genre#
内蒙古卫视,http://yfsl.vsd.gehua.net.cn/live/NeiMengGu_800.m3u8
内蒙古卫视,http://lu1.cc/c/tv/sjtv/p/migu.php?id=nmws
内蒙古综合,http://live4.m2oplus.nmtv.cn/02/hd/live.m3u8?sign=7c76b8f3b23b22dd24cdcbee1a4a2c24&t=1669288145
内蒙古文娱,http://live4.m2oplus.nmtv.cn/05/hd/live.m3u8?sign=65423b1b96d474de069cb2415f1cf093&t=1669288085
内蒙古生活,http://live4.m2oplus.nmtv.cn/07/hd/live.m3u8?sign=9de8f1709437c7bd748f1d904ff85c97&t=1669288019
内蒙古农牧,http://live4.m2oplus.nmtv.cn/06/hd/live.m3u8?sign=2f0c978a9dd8bd019a647f88d249b8da&t=1669287837
内蒙古文化,http://live4.m2oplus.nmtv.cn/04/hd/live.m3u8?sign=08d54ced2b5bbb8972431c64a45f462f&t=1669287926
足球频道,http://nmglive.imfc.cn/5n1r1c/182396.m3u8
赤峰综合,http://lu1.cc/c/tv/sjtv/nm/cfxl.php?id=xwzh
赤峰影视,http://lu1.cc/c/tv/sjtv/nm/cfxl.php?id=ysyl
赤峰经济,http://lu1.cc/c/tv/sjtv/nm/cfxl.php?id=jjfw
鄂尔多斯综合,http://live.erdszs.org.cn/lsdream/h2mxgj4/1000/live.m3u8
鄂尔多斯蒙语综合,http://live.erdszs.org.cn/lsdream/3lZr8dK/1000/live.m3u8
鄂尔多斯经济,http://live.erdszs.org.cn/lsdream/ogvfqcp/1000/live.m3u8
鄂尔多斯生活,http://live.erdszs.org.cn/lsdream/726npBZ/1000/live.m3u8
乌兰察布综合,http://pluslive.wrbtv.cn/xwzh/sd/live.m3u8
乌兰察布经济,http://pluslive.wrbtv.cn/wrbtv1/sd/live.m3u8
乌兰察布生活,http://pluslive.wrbtv.cn/wrbtv3/sd/live.m3u8
呼伦贝尔综合,http://live.hrtonline.cn/hls/live001.m3u8
呼伦贝尔生活,http://live.hrtonline.cn/hls/live003.m3u8
巴彦淖尔综合,http://pili-live-hls-bynr.tianma3600.com/bynr/xwzh.m3u8
巴彦淖尔生活,http://pili-live-hls-bynr.tianma3600.com/bynr/szcj.m3u8
巴彦淖尔影视,http://pili-live-hls-bynr.tianma3600.com/bynr/ysyl.m3u8


🎬｜黑龙江频道,#genre#
黑龙江卫视,http://yfsl.vsd.gehua.net.cn/live/HeiLongJiangHD_1200.m3u8
黑龙江卫视,http://121.51.249.6/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel27/index.m3u8
黑龙江卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000293903.m3u8
黑龙江新闻,https://idclive.hljtv.com:4430/live/hljxw_hd.m3u8
黑龙江新闻,http://lu1.cc/a/play/tide.php?id=hljxwfz
黑龙江新闻,http://39.134.67.108/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226330/1.m3u8
黑龙江科教,https://idclive.hljtv.com:4430/live/hljgg_hd.m3u8
黑龙江科教,http://39.134.67.108/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226242/1.m3u8
黑龙江影视,https://idclive.hljtv.com:4430/live/hljxw_hd.m3u8
黑龙江影视,http://39.134.67.108/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226298/1.m3u8
黑龙江文体,https://idclive.hljtv.com:4430/live/hljwy_hd.m3u8
黑龙江文体,http://39.134.67.108/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226239/1.m3u8
黑龙江少儿,https://idclive.hljtv.com:4430/live/hljse_hd.m3u8
黑龙江少儿,http://39.134.67.108/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226304/1.m3u8
哈尔滨综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨综合,http://streamings.hrbtv.net/09267a2e15214137aaae37b8a7124b1b/h264_400k_ts/index.m3u8?type=hls_live_redirect
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨生活,http://streamings.hrbtv.net/09e35fcca53542bfa24a6b34e0fc2ff8/h264_400k_ts/index.m3u8?type=hls_live_redirect
哈尔滨资讯,http://stream.hrbtv.net/zxpd/sd/live.m3u8
哈尔滨资讯,http://streamings.hrbtv.net/32252e6968d448a29e1ec99cd4609ae3/h264_400k_ts/index.m3u8?type=hls_live_redirect
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://streamings.hrbtv.net/4f28da88b8984bcbbced624179617f2c/h264_400k_ts/index.m3u8?type=hls_live_redirect
大庆综合,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=dqxwzh
大庆公共,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=dqgg
大庆教育,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=dqjy
伊春综合,http://ms3.yichuntv.com/e5d7b4b95cf849d79fa3964431dca1f3/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
伊春综合,http://live.yichuntv.com/e5d7b4b95cf849d79fa3964431dca1f3/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
伊春公共,http://ms3.yichuntv.com/1501fae792774811b2cd1366a078e666/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
伊春公共,http://live.yichuntv.com/1501fae792774811b2cd1366a078e666/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
七台河综合,http://v2.91kds.cn/b9/aishang.m3u8?id=hljqth1&auth=rinimabi
七台河民生,http://v2.91kds.cn/b9/aishang.m3u8?id=hljqth2&auth=rinimabi
佳木斯综合,http://39.134.67.108/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226451/1.m3u8
黑河综合,https://livesr.dbw.cn/lsdream/86qwqcs/1024/live.m3u8
黑河综合,http://v2.91kds.cn/b9/aishang.m3u8?id=hljhhtv1&auth=rinimabi
黑河公共,https://livesr.dbw.cn/lsdream/2vScrJJ/1024/live.m3u8
大兴安岭综合,http://v2.91kds.cn/b9/aishang.m3u8?id=hljdxal1&auth=rinimabi
大兴安岭综合,http://39.134.67.108/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226499/1.m3u8





🇨🇳｜直播中国,#genre#
直播中国精编直播,http://gcksc.v.kcdnvip.com/gc/wgw05_1/index.m3u8
直播中国精编直播,http://gcbsc.v.live.baishancdnx.cn/gc/wgw05_1/index.m3u8
湖南张家界水绕四门,http://gcksc.v.kcdnvip.com/gc/zjjsrsm_1/index.m3u8
湖南张家界水绕四门,http://gcbsc.v.live.baishancdnx.cn/gc/zjjsrsm_1/index.m3u8
湖南张家界将军列队,http://gcksc.v.kcdnvip.com/gc/zjjjjdl_1/index.m3u8
湖南张家界将军列队,http://gcbsc.v.live.baishancdnx.cn/gc/zjjjjdl_1/index.m3u8
湖南张家界阿凡达悬浮山,http://gcksc.v.kcdnvip.com/gc/zjjafdxfs_1/index.m3u8
湖南张家界阿凡达悬浮山,http://gcbsc.v.live.baishancdnx.cn/gc/zjjafdxfs_1/index.m3u8
湖南张家界迷魂台,http://gcksc.v.kcdnvip.com/gc/zjjmht_1/index.m3u8
湖南张家界迷魂台,http://gccncc.v.wscdns.com/gc/zjjmht_1/index.m3u8
湖南张家界迷魂台,http://gcbsc.v.live.baishancdnx.cn/gc/zjjmht_1/index.m3u8
湖南张家界宝峰湖,http://gcksc.v.kcdnvip.com/gc/zjjbfh_1/index.m3u8
湖南张家界宝峰湖,http://gccncc.v.wscdns.com/gc/zjjbfh_1/index.m3u8
湖南张家界宝峰湖,http://gcbsc.v.live.baishancdnx.cn/gc/zjjbfh_1/index.m3u8
湖南张家界御笔峰,http://gcksc.v.kcdnvip.com/gc/zjjybf_1/index.m3u8
湖南张家界御笔峰,http://gcbsc.v.live.baishancdnx.cn/gc/zjjybf_1/index.m3u8
四川峨眉山云海日出,http://gcksc.v.kcdnvip.com/gc/emsarm_1/index.m3u8
四川峨眉山云海日出,http://gccncc.v.wscdns.com/gc/emsarm_1/index.m3u8
四川峨眉山云海日出,http://gcbsc.v.live.baishancdnx.cn/gc/emsarm_1/index.m3u8
四川峨眉山远眺贡嘎雪山,http://gcksc.v.kcdnvip.com/gc/emsyh_1/index.m3u8
四川峨眉山远眺贡嘎雪山,http://gcbsc.v.live.baishancdnx.cn/gc/emsyh_1/index.m3u8
四川峨眉山普贤菩萨铜像,http://gcksc.v.kcdnvip.com/gc/emspxps_1/index.m3u8
四川峨眉山普贤菩萨铜像,http://gccncc.v.wscdns.com/gc/emspxps_1/index.m3u8
四川峨眉山普贤菩萨铜像,http://gcbsc.v.live.baishancdnx.cn/gc/emspxps_1/index.m3u8
四川峨眉山远眺万佛顶,http://gcksc.v.kcdnvip.com/gc/emswfs_1/index.m3u8
四川峨眉山远眺万佛顶,http://gcbsc.v.live.baishancdnx.cn/gc/emswfs_1/index.m3u8
浙江杭州云栖小镇,http://gcksc.v.kcdnvip.com/gc/wygjt2_1/index.m3u8
浙江杭州云栖小镇,http://gccncc.v.wscdns.com/gc/wygjt2_1/index.m3u8
浙江杭州云栖小镇,http://gcbsc.v.live.baishancdnx.cn/gc/wygjt2_1/index.m3u8
重庆石柱华溪村,http://gcksc.v.kcdnvip.com/gc/jsh02_1/index.m3u8
重庆石柱华溪村,http://gccncc.v.wscdns.com/gc/jsh02_1/index.m3u8
重庆石柱华溪村,http://gcbsc.v.live.baishancdnx.cn/gc/jsh02_1/index.m3u8
江西井冈山神山村,http://gcksc.v.kcdnvip.com/gc/wysyxdhp_1/index.m3u8
江西井冈山神山村,http://gcbsc.v.live.baishancdnx.cn/gc/wysyxdhp_1/index.m3u8
安徽金寨大湾村,http://gcksc.v.kcdnvip.com/gc/szgk01_1/index.m3u8
安徽金寨大湾村,http://gcbsc.v.live.baishancdnx.cn/gc/szgk01_1/index.m3u8
山西苛岚宋家沟新村,http://gcksc.v.kcdnvip.com/gc/wysdhpcy_1/index.m3u8
山西苛岚宋家沟新村,http://gcbsc.v.live.baishancdnx.cn/gc/wysdhpcy_1/index.m3u8
河北张北德胜村,http://gcksc.v.kcdnvip.com/gc/pygc01_1/index.m3u8
河北张北德胜村,http://gccncc.v.wscdns.com/gc/pygc01_1/index.m3u8
河北张北德胜村,http://gcbsc.v.live.baishancdnx.cn/gc/pygc01_1/index.m3u8
新疆天山(海西平台),http://gcksc.v.kcdnvip.com/gc/xjtchxpt_1/index.m3u8
新疆天山(定海神针),http://gcksc.v.kcdnvip.com/gc/xjtcdhsz_1/index.m3u8
新疆天山(定海神针),http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8
新疆天山(马牙山),http://gcksc.v.kcdnvip.com/gc/xjtcmys_1/index.m3u8
新疆天山(灯杆山),http://gcksc.v.kcdnvip.com/gc/xjtcdgs_1/index.m3u8
湖南张家界天门山西线玻璃栈道,http://gcksc.v.kcdnvip.com/gc/tms05_1/index.m3u8
湖南张家界天门山西线玻璃栈道,http://gcbsc.v.live.baishancdnx.cn/gc/tms05_1/index.m3u8
湖南张家界天门山天门洞,http://gcksc.v.kcdnvip.com/gc/tmstmd01_1/index.m3u8
湖南张家界天门山天门洞,http://gcbsc.v.live.baishancdnx.cn/gc/tmstmd01_1/index.m3u8
湖南张家界天门山天空步道,http://gcksc.v.kcdnvip.com/gc/tms02_1/index.m3u8
湖南张家界天门山天空步道,http://gccncc.v.wscdns.com/gc/tms02_1/index.m3u8
湖南张家界天门山天空步道,http://gcbsc.v.live.baishancdnx.cn/gc/tms02_1/index.m3u8
湖南张家界天门山云梦仙顶,http://gcksc.v.kcdnvip.com/gc/tms04_1/index.m3u8
湖南张家界天门山云梦仙顶,http://gcbsc.v.live.baishancdnx.cn/gc/tms04_1/index.m3u8
厦门鼓浪屿,http://gcksc.v.kcdnvip.com/gc/gly01_1/index.m3u8
厦门鼓浪屿,http://gccncc.v.wscdns.com/gc/gly01_1/index.m3u8
厦门鼓浪屿,http://gcbsc.v.live.baishancdnx.cn/gc/gly01_1/index.m3u8
广西玉林大容山莲花山顶,http://gcksc.v.kcdnvip.com/gc/drs01_1/index.m3u8
广西玉林大容山莲花山顶,http://gcbsc.v.live.baishancdnx.cn/gc/drs01_1/index.m3u8
八里沟风景区桃花湾瀑布,http://gcksc.v.kcdnvip.com/gc/blg05_1/index.m3u8
八里沟风景区桃花湾瀑布,http://gcbsc.v.live.baishancdnx.cn/gc/blg05_1/index.m3u8
八里沟风景区天界山玻璃栈道,http://gcksc.v.kcdnvip.com/gc/blg03_1/index.m3u8
八里沟风景区天界山玻璃栈道,http://gcbsc.v.live.baishancdnx.cn/gc/blg03_1/index.m3u8
汶川映秀新城,http://gcksc.v.kcdnvip.com/gc/wcyxxc01_1/index.m3u8
汶川映秀新城,http://gcbsc.v.live.baishancdnx.cn/gc/wcyxxc01_1/index.m3u8
十八洞村,http://gcksc.v.kcdnvip.com/gc/sbd01_1/index.m3u8
趵突泉,http://gcksc.v.kcdnvip.com/gc/btq01_1/index.m3u8
趵突泉,http://gcbsc.v.live.baishancdnx.cn/gc/btq01_1/index.m3u8
安徽池州九华山风景区拜经台,http://gcksc.v.kcdnvip.com/gc/jhs02_1/index.m3u8
安徽池州九华山风景区拜经台,http://gcbsc.v.live.baishancdnx.cn/gc/jhs02_1/index.m3u8
安徽池州九华山风景区九华山,http://gcksc.v.kcdnvip.com/gc/jhs05_1/index.m3u8
安徽池州九华山风景区九华山,http://gccncc.v.wscdns.com/gc/jhs05_1/index.m3u8
安徽池州九华山风景区九华山,http://gcbsc.v.live.baishancdnx.cn/gc/jhs05_1/index.m3u8
安徽池州九华山风景区花台,http://gcksc.v.kcdnvip.com/gc/jhs01_1/index.m3u8
安徽池州九华山风景区花台,http://gcbsc.v.live.baishancdnx.cn/gc/jhs01_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,http://gcksc.v.kcdnvip.com/gc/ylh04_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,http://gcbsc.v.live.baishancdnx.cn/gc/ylh04_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台南,http://gcksc.v.kcdnvip.com/gc/ylh03_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台南,http://gccncc.v.wscdns.com/gc/ylh03_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台南,http://gcbsc.v.live.baishancdnx.cn/gc/ylh03_1/index.m3u8
浙江杭州千岛湖,http://gcksc.v.kcdnvip.com/gc/caqdh_1/index.m3u8
浙江杭州千岛湖,http://gccncc.v.wscdns.com/gc/caqdh_1/index.m3u8
浙江杭州千岛湖,http://gcbsc.v.live.baishancdnx.cn/gc/caqdh_1/index.m3u8
南京玄武湖公园,http://gcksc.v.kcdnvip.com/gc/xwh01_1/index.m3u8
南京玄武湖公园,http://gcbsc.v.live.baishancdnx.cn/gc/xwh01_1/index.m3u8
云南丽江玉龙雪山,http://gcksc.v.kcdnvip.com/gc/ylxs11_1/index.m3u8
云南丽江玉龙雪山,http://gccncc.v.wscdns.com/gc/ylxs11_1/index.m3u8
云南丽江玉龙雪山,http://gcbsc.v.live.baishancdnx.cn/gc/ylxs11_1/index.m3u8
云南丽江玉液湖,http://gcksc.v.kcdnvip.com/gc/hkylxs02_1/index.m3u8
